latitude,longitude,time,pressure,temperature,salinity
-8.26,105.571,2019-02-18 23:46:05.002534400,171.7,12.902,34.634
-8.26,105.571,2019-02-18 23:46:05.002534400,180.3,12.302,34.61
-8.26,105.571,2019-02-18 23:46:05.002534400,190.59999,12.022,34.678
-8.26,105.571,2019-02-18 23:46:05.002534400,200.4,12.062,34.765
-8.26,105.571,2019-02-18 23:46:05.002534400,210.09999,11.648,34.702
-8.26,105.571,2019-02-18 23:46:05.002534400,221.09999,11.023,34.631
-8.26,105.571,2019-02-18 23:46:05.002534400,232.3,10.797,34.676
-8.26,105.571,2019-02-18 23:46:05.002534400,244.3,10.585,34.674
-8.26,105.571,2019-02-18 23:46:05.002534400,256.5,10.433,34.672
-8.26,105.571,2019-02-18 23:46:05.002534400,270.1,10.376,34.704
-8.26,105.571,2019-02-18 23:46:05.002534400,284.40002,10.188,34.712
-8.26,105.571,2019-02-18 23:46:05.002534400,298.30002,10.091,34.72
-8.26,105.571,2019-02-18 23:46:05.002534400,313.0,9.884,34.723
-8.26,105.571,2019-02-18 23:46:05.002534400,329.80002,9.802,34.748
-8.26,105.571,2019-02-18 23:46:05.002534400,347.1,9.84,34.79
-8.26,105.571,2019-02-18 23:46:05.002534400,364.5,9.666,34.788
-8.26,105.571,2019-02-18 23:46:05.002534400,383.2,9.497,34.786
-8.26,105.571,2019-02-18 23:46:05.002534400,403.30002,9.247,34.767
-8.26,105.571,2019-02-18 23:46:05.002534400,423.5,9.191,34.795
-8.26,105.571,2019-02-18 23:46:05.002534400,445.5,8.978,34.792
-8.26,105.571,2019-02-18 23:46:05.002534400,468.7,8.801,34.776
-8.26,105.571,2019-02-18 23:46:05.002534400,492.30002,8.762,34.782
-8.26,105.571,2019-02-18 23:46:05.002534400,517.7,8.672,34.79
-8.26,105.571,2019-02-18 23:46:05.002534400,544.8,8.404,34.77
-8.26,105.571,2019-02-18 23:46:05.002534400,572.3,8.051,34.742
-8.26,105.571,2019-02-18 23:46:05.002534400,601.7,7.741,34.717
-8.26,105.571,2019-02-18 23:46:05.002534400,632.3,7.561,34.736
-8.26,105.571,2019-02-18 23:46:05.002534400,665.5,7.265,34.714
-8.26,105.571,2019-02-18 23:46:05.002534400,699.60004,7.028,34.713
-8.26,105.571,2019-02-18 23:46:05.002534400,735.4,6.854,34.712
-8.26,105.571,2019-02-18 23:46:05.002534400,772.7,6.674,34.703
-8.26,105.571,2019-02-18 23:46:05.002534400,812.4,6.46,34.695
-8.26,105.571,2019-02-18 23:46:05.002534400,854.60004,6.184,34.677
-8.26,105.571,2019-02-18 23:46:05.002534400,898.60004,6.135,34.704
-8.26,105.571,2019-02-18 23:46:05.002534400,944.4,5.539,34.647
-8.26,105.571,2019-02-18 23:46:05.002534400,992.5,5.182,34.632
-8.26,105.571,2019-02-18 23:46:05.002534400,1043.5,5.009,34.639
-8.26,105.571,2019-02-18 23:46:05.002534400,1097.7999,5.101,34.678
-8.26,105.571,2019-02-18 23:46:05.002534400,1153.7999,4.823,34.668
-8.26,105.571,2019-02-18 23:46:05.002534400,1212.7999,4.693,34.684
-8.26,105.571,2019-02-18 23:46:05.002534400,1274.5,4.529,34.705
-8.26,105.571,2019-02-18 23:46:05.002534400,1340.3999,4.323,34.721
-8.26,105.571,2019-02-18 23:46:05.002534400,1408.6,3.991,34.707
-8.26,105.571,2019-02-18 23:46:05.002534400,1481.7999,3.835,34.728
-8.26,105.571,2019-02-18 23:46:05.002534400,1557.7,3.525,34.741
-8.26,105.571,2019-02-18 23:46:05.002534400,1636.0,3.416,34.753
-8.26,105.571,2019-02-18 23:46:05.002534400,1720.3999,3.156,34.753
-8.26,105.571,2019-02-18 23:46:05.002534400,1809.2,2.993,34.755
-8.26,105.571,2019-02-18 23:46:05.002534400,1901.2,2.755,34.751
-8.26,105.571,2019-02-18 23:46:05.002534400,2000.2999,2.487,34.743
-1.273,48.836,2019-02-20 16:09:49.000010496,4.8,28.955,35.427593
-1.273,48.836,2019-02-20 16:09:49.000010496,10.6,28.786,35.424133
-1.273,48.836,2019-02-20 16:09:49.000010496,15.0,28.723,35.42085
-1.273,48.836,2019-02-20 16:09:49.000010496,20.3,28.701,35.419216
-1.273,48.836,2019-02-20 16:09:49.000010496,25.5,28.62,35.413956
-1.273,48.836,2019-02-20 16:09:49.000010496,29.9,28.463,35.410072
-1.273,48.836,2019-02-20 16:09:49.000010496,34.8,28.109,35.413017
-1.273,48.836,2019-02-20 16:09:49.000010496,40.1,27.9,35.411903
-1.273,48.836,2019-02-20 16:09:49.000010496,44.8,27.726,35.385303
-1.273,48.836,2019-02-20 16:09:49.000010496,48.9,27.398,35.363125
-1.273,48.836,2019-02-20 16:09:49.000010496,53.2,27.234,35.355118
-1.273,48.836,2019-02-20 16:09:49.000010496,60.4,26.96,35.382164
-1.273,48.836,2019-02-20 16:09:49.000010496,69.8,26.282,35.37589
-1.273,48.836,2019-02-20 16:09:49.000010496,80.0,24.726,35.32308
-1.273,48.836,2019-02-20 16:09:49.000010496,90.8,24.065,35.361816
-1.273,48.836,2019-02-20 16:09:49.000010496,100.7,21.521,35.30678
-1.273,48.836,2019-02-20 16:09:49.000010496,110.8,19.36,35.25245
-1.273,48.836,2019-02-20 16:09:49.000010496,120.5,17.72,35.256676
-1.273,48.836,2019-02-20 16:09:49.000010496,130.1,16.56,35.236576
-1.273,48.836,2019-02-20 16:09:49.000010496,139.9,15.942,35.223763
-1.273,48.836,2019-02-20 16:09:49.000010496,149.3,15.783,35.21526
-1.273,48.836,2019-02-20 16:09:49.000010496,160.7,15.731,35.212284
-1.273,48.836,2019-02-20 16:09:49.000010496,170.3,15.435,35.205715
-1.273,48.836,2019-02-20 16:09:49.000010496,180.4,15.281,35.207684
-1.273,48.836,2019-02-20 16:09:49.000010496,190.3,15.131,35.203644
-1.273,48.836,2019-02-20 16:09:49.000010496,200.5,14.992,35.19923
-1.273,48.836,2019-02-20 16:09:49.000010496,209.7,14.732,35.19156
-1.273,48.836,2019-02-20 16:09:49.000010496,219.7,14.375,35.176693
-1.273,48.836,2019-02-20 16:09:49.000010496,229.8,13.985,35.146465
-1.273,48.836,2019-02-20 16:09:49.000010496,239.8,13.429,35.130226
-1.273,48.836,2019-02-20 16:09:49.000010496,250.3,12.91,35.106743
-1.273,48.836,2019-02-20 16:09:49.000010496,259.9,12.796,35.101818
-1.273,48.836,2019-02-20 16:09:49.000010496,269.4,12.661,35.09366
-1.273,48.836,2019-02-20 16:09:49.000010496,280.2,12.288,35.075096
-1.273,48.836,2019-02-20 16:09:49.000010496,300.6,11.894,35.052765
-1.273,48.836,2019-02-20 16:09:49.000010496,320.1,11.676,35.03987
-1.273,48.836,2019-02-20 16:09:49.000010496,340.2,11.404,35.01483
-1.273,48.836,2019-02-20 16:09:49.000010496,359.9,11.174,34.99383
-1.273,48.836,2019-02-20 16:09:49.000010496,380.4,10.947,34.970947
-1.273,48.836,2019-02-20 16:09:49.000010496,399.5,10.696,34.950058
-1.273,48.836,2019-02-20 16:09:49.000010496,420.2,10.385,34.933907
-1.273,48.836,2019-02-20 16:09:49.000010496,440.4,10.161,34.911453
-1.273,48.836,2019-02-20 16:09:49.000010496,460.5,9.688,34.877815
-1.273,48.836,2019-02-20 16:09:49.000010496,480.6,9.57,34.89557
-1.273,48.836,2019-02-20 16:09:49.000010496,499.9,9.533,34.930477
-1.273,48.836,2019-02-20 16:09:49.000010496,550.2,9.478,34.965683
-1.273,48.836,2019-02-20 16:09:49.000010496,599.8,9.153,34.936947
-1.273,48.836,2019-02-20 16:09:49.000010496,650.2,8.592,34.91849
-1.273,48.836,2019-02-20 16:09:49.000010496,700.3,8.68,35.055527
-1.273,48.836,2019-02-20 16:09:49.000010496,750.3,8.464,35.039692
-1.273,48.836,2019-02-20 16:09:49.000010496,799.8,8.131,35.04459
-1.273,48.836,2019-02-20 16:09:49.000010496,850.4,7.899,35.03543
-1.273,48.836,2019-02-20 16:09:49.000010496,900.6,7.876,35.075024
-1.273,48.836,2019-02-20 16:09:49.000010496,950.6,7.089,35.01248
-1.273,48.836,2019-02-20 16:09:49.000010496,999.9,7.088,35.037754
-1.273,48.836,2019-02-20 16:09:49.000010496,1050.4,6.716,34.989643
-1.273,48.836,2019-02-20 16:09:49.000010496,1100.2,6.538,34.973843
-1.273,48.836,2019-02-20 16:09:49.000010496,1150.1,6.147,34.950745
-1.273,48.836,2019-02-20 16:09:49.000010496,1200.4,5.907,34.93481
-1.273,48.836,2019-02-20 16:09:49.000010496,1250.0,5.618,34.91964
-1.273,48.836,2019-02-20 16:09:49.000010496,1300.0,5.544,34.928776
-1.273,48.836,2019-02-20 16:09:49.000010496,1350.2,5.293,34.908756
-1.273,48.836,2019-02-20 16:09:49.000010496,1399.8,5.112,34.899914
-1.273,48.836,2019-02-20 16:09:49.000010496,1449.9,4.761,34.87077
-1.273,48.836,2019-02-20 16:09:49.000010496,1500.1,4.616,34.867897
-1.273,48.836,2019-02-20 16:09:49.000010496,1599.6,4.051,34.834858
-1.273,48.836,2019-02-20 16:09:49.000010496,1699.8,3.687,34.819847
-1.273,48.836,2019-02-20 16:09:49.000010496,1800.6,3.391,34.80984
-1.273,48.836,2019-02-20 16:09:49.000010496,1899.7,3.152,34.79879
-1.273,48.836,2019-02-20 16:09:49.000010496,1991.7,3.065,34.798748
-7.417,61.086,2019-02-10 18:46:06.001998080,4.5,29.458,34.734306
-7.417,61.086,2019-02-10 18:46:06.001998080,9.3,29.401,34.733295
-7.417,61.086,2019-02-10 18:46:06.001998080,19.2,29.273,34.772274
-7.417,61.086,2019-02-10 18:46:06.001998080,28.900002,29.262,34.800266
-7.417,61.086,2019-02-10 18:46:06.001998080,39.2,29.182,34.831245
-7.417,61.086,2019-02-10 18:46:06.001998080,49.5,27.975,35.07909
-7.417,61.086,2019-02-10 18:46:06.001998080,59.3,26.197,35.098114
-7.417,61.086,2019-02-10 18:46:06.001998080,69.399994,25.762,35.108112
-7.417,61.086,2019-02-10 18:46:06.001998080,79.2,23.649,35.199066
-7.417,61.086,2019-02-10 18:46:06.001998080,89.1,22.634,35.202084
-7.417,61.086,2019-02-10 18:46:06.001998080,99.5,21.191,35.186127
-7.417,61.086,2019-02-10 18:46:06.001998080,109.0,20.295,35.16315
-7.417,61.086,2019-02-10 18:46:06.001998080,118.799995,18.81,35.17515
-7.417,61.086,2019-02-10 18:46:06.001998080,129.3,17.556,35.140194
-7.417,61.086,2019-02-10 18:46:06.001998080,139.0,16.172,35.125225
-7.417,61.086,2019-02-10 18:46:06.001998080,148.4,15.771,35.156216
-7.417,61.086,2019-02-10 18:46:06.001998080,158.5,15.408,35.169212
-7.417,61.086,2019-02-10 18:46:06.001998080,168.2,15.019,35.15025
-7.417,61.086,2019-02-10 18:46:06.001998080,178.3,14.729,35.150257
-7.417,61.086,2019-02-10 18:46:06.001998080,188.59999,14.21,35.115273
-7.417,61.086,2019-02-10 18:46:06.001998080,198.0,14.096,35.12826
-7.417,61.086,2019-02-10 18:46:06.001998080,208.5,13.935,35.132275
-7.417,61.086,2019-02-10 18:46:06.001998080,218.4,13.724,35.1033
-7.417,61.086,2019-02-10 18:46:06.001998080,228.4,13.328,35.072308
-7.417,61.086,2019-02-10 18:46:06.001998080,238.8,13.004,35.020348
-7.417,61.086,2019-02-10 18:46:06.001998080,248.2,12.909,35.01335
-7.417,61.086,2019-02-10 18:46:06.001998080,258.7,12.745,35.006355
-7.417,61.086,2019-02-10 18:46:06.001998080,268.0,12.601,34.997375
-7.417,61.086,2019-02-10 18:46:06.001998080,278.1,12.214,34.98139
-7.417,61.086,2019-02-10 18:46:06.001998080,288.1,12.101,34.994385
-7.417,61.086,2019-02-10 18:46:06.001998080,298.80002,11.958,34.991386
-7.417,61.086,2019-02-10 18:46:06.001998080,308.40002,11.801,34.97239
-7.417,61.086,2019-02-10 18:46:06.001998080,318.5,11.736,34.9774
-7.417,61.086,2019-02-10 18:46:06.001998080,328.5,11.571,34.964436
-7.417,61.086,2019-02-10 18:46:06.001998080,338.5,11.399,34.955425
-7.417,61.086,2019-02-10 18:46:06.001998080,348.40002,11.199,34.94244
-7.417,61.086,2019-02-10 18:46:06.001998080,358.30002,11.086,34.93943
-7.417,61.086,2019-02-10 18:46:06.001998080,378.40002,10.728,34.90446
-7.417,61.086,2019-02-10 18:46:06.001998080,398.7,10.369,34.875496
-7.417,61.086,2019-02-10 18:46:06.001998080,448.5,10.064,34.861504
-7.417,61.086,2019-02-10 18:46:06.001998080,498.5,9.703,34.836525
-7.417,61.086,2019-02-10 18:46:06.001998080,548.8,8.958,34.78058
-7.417,61.086,2019-02-10 18:46:06.001998080,598.60004,8.52,34.78959
-7.417,61.086,2019-02-10 18:46:06.001998080,649.0,8.185,34.79358
-7.417,61.086,2019-02-10 18:46:06.001998080,698.9,7.691,34.774612
-7.417,61.086,2019-02-10 18:46:06.001998080,749.10004,7.359,34.76262
-7.417,61.086,2019-02-10 18:46:06.001998080,799.0,7.093,34.76962
-7.417,61.086,2019-02-10 18:46:06.001998080,849.0,6.649,34.76563
-7.417,61.086,2019-02-10 18:46:06.001998080,899.2,6.262,34.74666
-7.417,61.086,2019-02-10 18:46:06.001998080,948.5,5.959,34.752647
-7.417,61.086,2019-02-10 18:46:06.001998080,998.60004,5.908,34.77863
-7.417,61.086,2019-02-10 18:46:06.001998080,1048.8999,5.668,34.768646
-7.417,61.086,2019-02-10 18:46:06.001998080,1099.1,5.428,34.772655
-7.417,61.086,2019-02-10 18:46:06.001998080,1149.1,5.28,34.771664
-7.417,61.086,2019-02-10 18:46:06.001998080,1199.2,5.086,34.772663
-7.417,61.086,2019-02-10 18:46:06.001998080,1249.0,4.834,34.77066
-7.417,61.086,2019-02-10 18:46:06.001998080,1299.1,4.631,34.77966
-7.417,61.086,2019-02-10 18:46:06.001998080,1349.0,4.409,34.776672
-7.417,61.086,2019-02-10 18:46:06.001998080,1399.2,4.253,34.77267
-7.417,61.086,2019-02-10 18:46:06.001998080,1449.2,4.087,34.77868
-7.417,61.086,2019-02-10 18:46:06.001998080,1498.7999,3.898,34.775677
-7.417,61.086,2019-02-10 18:46:06.001998080,1548.6,3.684,34.771683
-7.417,61.086,2019-02-10 18:46:06.001998080,1598.7999,3.529,34.768692
-7.417,61.086,2019-02-10 18:46:06.001998080,1648.8999,3.42,34.765697
-7.417,61.086,2019-02-10 18:46:06.001998080,1698.7,3.299,34.763695
-7.417,61.086,2019-02-10 18:46:06.001998080,1749.0,3.155,34.764698
-7.417,61.086,2019-02-10 18:46:06.001998080,1798.8999,2.956,34.760696
-7.417,61.086,2019-02-10 18:46:06.001998080,1848.8999,2.83,34.75871
-7.417,61.086,2019-02-10 18:46:06.001998080,1898.5,2.706,34.755707
-7.417,61.086,2019-02-10 18:46:06.001998080,1948.5,2.593,34.75372
-7.417,61.086,2019-02-10 18:46:06.001998080,1999.6,2.52,34.752716
-39.835,25.985,2019-02-17 20:04:26.002151424,7.0,21.028,35.540894
-39.835,25.985,2019-02-17 20:04:26.002151424,10.400001,21.03,35.539894
-39.835,25.985,2019-02-17 20:04:26.002151424,20.199999,21.03,35.5379
-39.835,25.985,2019-02-17 20:04:26.002151424,30.699999,20.954,35.526897
-39.835,25.985,2019-02-17 20:04:26.002151424,40.1,20.683,35.496887
-39.835,25.985,2019-02-17 20:04:26.002151424,50.6,20.282,35.49789
-39.835,25.985,2019-02-17 20:04:26.002151424,60.3,19.824,35.52388
-39.835,25.985,2019-02-17 20:04:26.002151424,70.4,19.427,35.54689
-39.835,25.985,2019-02-17 20:04:26.002151424,80.4,19.005,35.551884
-39.835,25.985,2019-02-17 20:04:26.002151424,90.4,18.838,35.571888
-39.835,25.985,2019-02-17 20:04:26.002151424,100.200005,18.576,35.571884
-39.835,25.985,2019-02-17 20:04:26.002151424,110.0,18.308,35.595898
-39.835,25.985,2019-02-17 20:04:26.002151424,120.700005,18.048,35.61188
-39.835,25.985,2019-02-17 20:04:26.002151424,130.90001,17.855,35.618877
-39.835,25.985,2019-02-17 20:04:26.002151424,140.2,17.753,35.623882
-39.835,25.985,2019-02-17 20:04:26.002151424,150.7,17.473,35.603886
-39.835,25.985,2019-02-17 20:04:26.002151424,159.8,17.316,35.600895
-39.835,25.985,2019-02-17 20:04:26.002151424,170.6,17.15,35.58789
-39.835,25.985,2019-02-17 20:04:26.002151424,179.90001,17.114,35.593884
-39.835,25.985,2019-02-17 20:04:26.002151424,190.7,16.963,35.577873
-39.835,25.985,2019-02-17 20:04:26.002151424,200.6,16.767,35.56988
-39.835,25.985,2019-02-17 20:04:26.002151424,210.7,16.643,35.557888
-39.835,25.985,2019-02-17 20:04:26.002151424,220.40001,16.238,35.506897
-39.835,25.985,2019-02-17 20:04:26.002151424,230.8,16.073,35.489876
-39.835,25.985,2019-02-17 20:04:26.002151424,240.40001,15.727,35.456886
-39.835,25.985,2019-02-17 20:04:26.002151424,250.6,15.391,35.416878
-39.835,25.985,2019-02-17 20:04:26.002151424,260.69998,15.287,35.42887
-39.835,25.985,2019-02-17 20:04:26.002151424,270.9,15.18,35.45188
-39.835,25.985,2019-02-17 20:04:26.002151424,280.5,14.878,35.423874
-39.835,25.985,2019-02-17 20:04:26.002151424,290.19998,14.736,35.407883
-39.835,25.985,2019-02-17 20:04:26.002151424,300.69998,14.513,35.386875
-39.835,25.985,2019-02-17 20:04:26.002151424,310.4,14.405,35.37688
-39.835,25.985,2019-02-17 20:04:26.002151424,320.0,14.341,35.368874
-39.835,25.985,2019-02-17 20:04:26.002151424,329.59998,14.121,35.347874
-39.835,25.985,2019-02-17 20:04:26.002151424,339.59998,14.007,35.337887
-39.835,25.985,2019-02-17 20:04:26.002151424,349.59998,13.912,35.330868
-39.835,25.985,2019-02-17 20:04:26.002151424,359.5,13.884,35.327873
-39.835,25.985,2019-02-17 20:04:26.002151424,379.8,13.622,35.298878
-39.835,25.985,2019-02-17 20:04:26.002151424,400.4,13.282,35.263874
-39.835,25.985,2019-02-17 20:04:26.002151424,450.09998,12.3,35.091885
-39.835,25.985,2019-02-17 20:04:26.002151424,499.5,11.898,35.057865
-39.835,25.985,2019-02-17 20:04:26.002151424,550.1,11.087,34.939873
-39.835,25.985,2019-02-17 20:04:26.002151424,600.39996,10.654,34.903866
-39.835,25.985,2019-02-17 20:04:26.002151424,647.6,10.127,34.85187
-39.835,25.985,2019-02-17 20:04:26.002151424,700.6,9.135,34.74785
-39.835,25.985,2019-02-17 20:04:26.002151424,750.3,8.354,34.643856
-39.835,25.985,2019-02-17 20:04:26.002151424,800.0,7.355,34.535862
-39.835,25.985,2019-02-17 20:04:26.002151424,849.1,6.017,34.39886
-39.835,25.985,2019-02-17 20:04:26.002151424,900.1,5.734,34.42086
-39.835,25.985,2019-02-17 20:04:26.002151424,950.39996,5.686,34.46785
-39.835,25.985,2019-02-17 20:04:26.002151424,1000.7,4.899,34.401855
-39.835,25.985,2019-02-17 20:04:26.002151424,1050.3,4.505,34.40185
-39.835,25.985,2019-02-17 20:04:26.002151424,1100.5,4.231,34.425854
-39.835,25.985,2019-02-17 20:04:26.002151424,1150.6001,3.755,34.416843
-39.835,25.985,2019-02-17 20:04:26.002151424,1200.5,3.696,34.44685
-39.835,25.985,2019-02-17 20:04:26.002151424,1250.4,3.513,34.47086
-39.835,25.985,2019-02-17 20:04:26.002151424,1300.5,3.471,34.513844
-39.835,25.985,2019-02-17 20:04:26.002151424,1349.8,3.409,34.530857
-39.835,25.985,2019-02-17 20:04:26.002151424,1400.5,3.379,34.58285
-39.835,25.985,2019-02-17 20:04:26.002151424,1450.5,3.248,34.611855
-39.835,25.985,2019-02-17 20:04:26.002151424,1500.5,3.135,34.636856
-39.835,25.985,2019-02-17 20:04:26.002151424,1550.0,2.994,34.656857
-39.835,25.985,2019-02-17 20:04:26.002151424,1600.5,2.976,34.67285
-39.835,25.985,2019-02-17 20:04:26.002151424,1650.3,2.9,34.717846
-39.835,25.985,2019-02-17 20:04:26.002151424,1700.4,2.864,34.73385
-39.835,25.985,2019-02-17 20:04:26.002151424,1750.3,2.843,34.745846
-39.835,25.985,2019-02-17 20:04:26.002151424,1800.1001,2.811,34.765854
-39.835,25.985,2019-02-17 20:04:26.002151424,1849.8,2.789,34.780853
-39.835,25.985,2019-02-17 20:04:26.002151424,1900.7001,2.756,34.792843
-39.835,25.985,2019-02-17 20:04:26.002151424,1950.4,2.613,34.816853
-52.613,129.524,2019-02-05 04:32:00.000000000,16.0,6.37,33.997
-52.613,129.524,2019-02-05 04:32:00.000000000,26.0,6.367,33.997
-52.613,129.524,2019-02-05 04:32:00.000000000,36.0,6.351,33.994
-52.613,129.524,2019-02-05 04:32:00.000000000,46.0,6.352,33.995
-52.613,129.524,2019-02-05 04:32:00.000000000,56.0,6.342,33.994
-52.613,129.524,2019-02-05 04:32:00.000000000,66.0,6.341,33.992
-52.613,129.524,2019-02-05 04:32:00.000000000,76.0,6.195,33.972
-52.613,129.524,2019-02-05 04:32:00.000000000,86.0,5.497,33.963
-52.613,129.524,2019-02-05 04:32:00.000000000,96.0,5.343,33.973
-52.613,129.524,2019-02-05 04:32:00.000000000,106.0,5.097,33.965
-52.613,129.524,2019-02-05 04:32:00.000000000,116.0,4.89,33.977
-52.613,129.524,2019-02-05 04:32:00.000000000,126.0,4.607,33.98
-52.613,129.524,2019-02-05 04:32:00.000000000,136.0,4.512,33.998
-52.613,129.524,2019-02-05 04:32:00.000000000,146.0,4.436,34.007
-52.613,129.524,2019-02-05 04:32:00.000000000,156.0,4.184,34.007
-52.613,129.524,2019-02-05 04:32:00.000000000,166.0,4.095,34.014
-52.613,129.524,2019-02-05 04:32:00.000000000,176.0,4.041,34.021
-52.613,129.524,2019-02-05 04:32:00.000000000,186.0,4.015,34.028
-52.613,129.524,2019-02-05 04:32:00.000000000,196.0,3.991,34.038
-52.613,129.524,2019-02-05 04:32:00.000000000,213.0,3.931,34.048
-52.613,129.524,2019-02-05 04:32:00.000000000,240.0,3.775,34.059
-52.613,129.524,2019-02-05 04:32:00.000000000,263.0,3.727,34.077
-52.613,129.524,2019-02-05 04:32:00.000000000,289.0,3.62,34.089
-52.613,129.524,2019-02-05 04:32:00.000000000,313.0,3.533,34.107
-52.613,129.524,2019-02-05 04:32:00.000000000,338.0,3.373,34.117
-52.613,129.524,2019-02-05 04:32:00.000000000,363.0,3.345,34.149
-52.613,129.524,2019-02-05 04:32:00.000000000,388.0,3.459,34.188
-52.613,129.524,2019-02-05 04:32:00.000000000,413.0,3.268,34.186
-52.613,129.524,2019-02-05 04:32:00.000000000,438.0,3.262,34.213
-52.613,129.524,2019-02-05 04:32:00.000000000,463.0,3.195,34.224
-52.613,129.524,2019-02-05 04:32:00.000000000,488.0,3.117,34.24
-52.613,129.524,2019-02-05 04:32:00.000000000,513.0,3.14,34.269
-52.613,129.524,2019-02-05 04:32:00.000000000,538.0,2.876,34.263
-52.613,129.524,2019-02-05 04:32:00.000000000,563.0,2.883,34.293
-52.613,129.524,2019-02-05 04:32:00.000000000,588.0,3.02,34.332
-52.613,129.524,2019-02-05 04:32:00.000000000,613.0,2.943,34.343
-52.613,129.524,2019-02-05 04:32:00.000000000,638.0,2.703,34.337
-52.613,129.524,2019-02-05 04:32:00.000000000,663.0,2.689,34.361
-52.613,129.524,2019-02-05 04:32:00.000000000,688.0,2.734,34.389
-52.613,129.524,2019-02-05 04:32:00.000000000,714.0,2.769,34.417
-52.613,129.524,2019-02-05 04:32:00.000000000,738.0,2.729,34.428
-52.613,129.524,2019-02-05 04:32:00.000000000,763.0,2.76,34.45
-52.613,129.524,2019-02-05 04:32:00.000000000,788.0,2.849,34.476
-52.613,129.524,2019-02-05 04:32:00.000000000,813.0,2.837,34.49
-52.613,129.524,2019-02-05 04:32:00.000000000,838.0,2.755,34.496
-52.613,129.524,2019-02-05 04:32:00.000000000,864.0,2.701,34.504
-52.613,129.524,2019-02-05 04:32:00.000000000,888.0,2.661,34.513
-52.613,129.524,2019-02-05 04:32:00.000000000,913.0,2.62,34.523
-52.613,129.524,2019-02-05 04:32:00.000000000,938.0,2.594,34.533
-52.613,129.524,2019-02-05 04:32:00.000000000,963.0,2.571,34.546
-52.613,129.524,2019-02-05 04:32:00.000000000,989.0,2.566,34.563
-52.613,129.524,2019-02-05 04:32:00.000000000,1013.0,2.57,34.577
-52.613,129.524,2019-02-05 04:32:00.000000000,1038.0,2.549,34.586
-52.613,129.524,2019-02-05 04:32:00.000000000,1063.0,2.54,34.598
-52.613,129.524,2019-02-05 04:32:00.000000000,1089.0,2.516,34.605
-52.613,129.524,2019-02-05 04:32:00.000000000,1114.0,2.494,34.613
-52.613,129.524,2019-02-05 04:32:00.000000000,1138.0,2.478,34.624
-52.613,129.524,2019-02-05 04:32:00.000000000,1163.0,2.466,34.634
-52.613,129.524,2019-02-05 04:32:00.000000000,1188.0,2.451,34.643
-52.613,129.524,2019-02-05 04:32:00.000000000,1215.0,2.433,34.652
-52.613,129.524,2019-02-05 04:32:00.000000000,1238.0,2.42,34.659
-52.613,129.524,2019-02-05 04:32:00.000000000,1263.0,2.41,34.664
-52.613,129.524,2019-02-05 04:32:00.000000000,1288.0,2.401,34.669
-52.613,129.524,2019-02-05 04:32:00.000000000,1313.0,2.387,34.676
-52.613,129.524,2019-02-05 04:32:00.000000000,1338.0,2.379,34.68
-52.613,129.524,2019-02-05 04:32:00.000000000,1363.0,2.362,34.687
-52.613,129.524,2019-02-05 04:32:00.000000000,1388.0,2.351,34.692
-52.613,129.524,2019-02-05 04:32:00.000000000,1413.0,2.332,34.695
-52.613,129.524,2019-02-05 04:32:00.000000000,1439.0,2.314,34.7
-52.613,129.524,2019-02-05 04:32:00.000000000,1463.0,2.294,34.707
-52.613,129.524,2019-02-05 04:32:00.000000000,1489.0,2.28,34.712
-52.613,129.524,2019-02-05 04:32:00.000000000,1513.0,2.274,34.716
-52.613,129.524,2019-02-05 04:32:00.000000000,1538.0,2.256,34.719
-52.613,129.524,2019-02-05 04:32:00.000000000,1563.0,2.233,34.725
-52.613,129.524,2019-02-05 04:32:00.000000000,1588.0,2.208,34.729
-52.613,129.524,2019-02-05 04:32:00.000000000,1613.0,2.183,34.731
-52.613,129.524,2019-02-05 04:32:00.000000000,1638.0,2.165,34.733
-52.613,129.524,2019-02-05 04:32:00.000000000,1664.0,2.152,34.734
-52.613,129.524,2019-02-05 04:32:00.000000000,1690.0,2.13,34.736
-52.613,129.524,2019-02-05 04:32:00.000000000,1713.0,2.114,34.737
-52.613,129.524,2019-02-05 04:32:00.000000000,1738.0,2.092,34.739
-52.613,129.524,2019-02-05 04:32:00.000000000,1764.0,2.076,34.74
-52.613,129.524,2019-02-05 04:32:00.000000000,1789.0,2.058,34.742
-52.613,129.524,2019-02-05 04:32:00.000000000,1814.0,2.043,34.743
-52.613,129.524,2019-02-05 04:32:00.000000000,1839.0,2.025,34.744
-52.613,129.524,2019-02-05 04:32:00.000000000,1864.0,2.007,34.744
-52.613,129.524,2019-02-05 04:32:00.000000000,1889.0,1.982,34.744
-52.613,129.524,2019-02-05 04:32:00.000000000,1913.0,1.953,34.744
-52.613,129.524,2019-02-05 04:32:00.000000000,1938.0,1.931,34.745
-52.613,129.524,2019-02-05 04:32:00.000000000,1964.0,1.909,34.746
-52.613,129.524,2019-02-05 04:32:00.000000000,1983.0,1.888,34.746
-0.844,49.681,2019-02-10 13:19:35.000010496,5.5,28.053,35.39596
-0.844,49.681,2019-02-10 13:19:35.000010496,10.5,28.038,35.39583
-0.844,49.681,2019-02-10 13:19:35.000010496,15.4,27.884,35.395184
-0.844,49.681,2019-02-10 13:19:35.000010496,19.7,27.836,35.39112
-0.844,49.681,2019-02-10 13:19:35.000010496,24.9,27.793,35.39109
